"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue","fouls","fouled","offsides","crosses","tackles_won","own_goals","pens_won","pens_conceded"
"Paul Smyth","11","nir NIR","RM","28-080","45","0","0","0","0","1","1","1","0","20","0","1","1","0.1","0.1","0.0","0","0","3","11","27.3","0","10","4","3","0","/en/players/0747000e/Paul-Smyth","Queens Park Rangers","0","0","5","15","3","20","0.0","2","66.7","68","40","0","1","1","0","9","3","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Norwich City","Queens Park Rangers","https://fbref.com/en/matches/c4356457/Norwich-City-Queens-Park-Rangers-November-29-2025-Championship","18","Carrow Road",NA,NA,NA,NA,NA,NA,NA,NA
"Nicolas Madsen","24","dk DEN","CM,DM","25-257","90","0","0","0","0","1","0","0","0","31","1","2","2","0.1","0.1","0.0","0","0","16","25","64.0","1","16","2","0","0","/en/players/6d7e4b06/Nicolas-Madsen","Queens Park Rangers","2","8","17","7","2","31","","0","","86","39","1","0","0","0","18","1","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Norwich City","Queens Park Rangers","https://fbref.com/en/matches/c4356457/Norwich-City-Queens-Park-Rangers-November-29-2025-Championship","18","Carrow Road",NA,NA,NA,NA,NA,NA,NA,NA
"Jonathan Varane","40","mq MTQ","DM,CM","24-081","61","0","0","0","0","1","1","0","0","26","3","0","1","0.5","0.5","0.0","0","0","16","19","84.2","3","14","1","0","0","/en/players/4ade359f/Jonathan-Varane","Queens Park Rangers","1","5","17","4","1","26","","0","","65","39","0","0","0","1","10","1","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Norwich City","Queens Park Rangers","https://fbref.com/en/matches/c4356457/Norwich-City-Queens-Park-Rangers-November-29-2025-Championship","18","Carrow Road",NA,NA,NA,NA,NA,NA,NA,NA
"Isaac Hayden","15","jm JAM","CM","30-252","29","0","0","0","0","1","1","0","0","28","1","0","0","0.1","0.1","0.0","0","0","15","21","71.4","0","13","0","0","0","/en/players/c951a6df/Isaac-Hayden","Queens Park Rangers","2","7","16","5","3","28","","0","","48","16","0","0","0","0","12","1","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Norwich City","Queens Park Rangers","https://fbref.com/en/matches/c4356457/Norwich-City-Queens-Park-Rangers-November-29-2025-Championship","18","Carrow Road",NA,NA,NA,NA,NA,NA,NA,NA
"Sam Field","8","eng ENG","LB","27-205","45","0","1","0","0","0","0","0","0","25","1","0","0","0.0","0.0","0.3","1","1","11","19","57.9","0","9","0","0","0","/en/players/bd8a7d05/Sam-Field","Queens Park Rangers","5","15","6","4","1","25","","0","","44","16","0","0","0","0","8","0","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Norwich City","Queens Park Rangers","https://fbref.com/en/matches/c4356457/Norwich-City-Queens-Park-Rangers-November-29-2025-Championship","18","Carrow Road",NA,NA,NA,NA,NA,NA,NA,NA
"Rhys Norrington-Davies","18","wls WAL","LB","26-221","45","0","0","0","0","0","0","0","0","42","4","1","1","0.0","0.0","0.0","2","0","26","34","76.5","3","16","2","4","2","/en/players/ca76b087/Rhys-Norrington-Davies","Queens Park Rangers","2","19","10","13","0","42","50.0","2","50.0","77","28","3","0","0","0","14","4","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Norwich City","Queens Park Rangers","https://fbref.com/en/matches/c4356457/Norwich-City-Queens-Park-Rangers-November-29-2025-Championship","18","Carrow Road",NA,NA,NA,NA,NA,NA,NA,NA
"Steve Cook","5","eng ENG","CB","34-224","90","0","0","0","0","1","0","0","0","50","3","0","0","0.1","0.1","0.0","0","0","34","44","77.3","5","26","0","0","0","/en/players/3e5e4e63/Steve-Cook","Queens Park Rangers","5","26","19","5","2","50","","0","","142","100","0","0","0","0","31","1","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Norwich City","Queens Park Rangers","https://fbref.com/en/matches/c4356457/Norwich-City-Queens-Park-Rangers-November-29-2025-Championship","18","Carrow Road",NA,NA,NA,NA,NA,NA,NA,NA
"Jimmy Dunne","3","ie IRL","CB","28-041","90","0","0","0","0","1","0","0","0","67","1","4","2","0.0","0.0","0.5","3","0","41","51","80.4","2","40","0","0","0","/en/players/1fdfd6da/Jimmy-Dunne","Queens Park Rangers","15","48","16","3","3","67","","0","","199","80","0","0","1","0","42","0","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Norwich City","Queens Park Rangers","https://fbref.com/en/matches/c4356457/Norwich-City-Queens-Park-Rangers-November-29-2025-Championship","18","Carrow Road",NA,NA,NA,NA,NA,NA,NA,NA
"Amadou Mbengue","27","sn SEN","RB","23-328","69","0","0","0","0","0","0","0","0","41","0","0","1","0.0","0.0","0.0","2","0","21","35","60.0","3","19","1","1","0","/en/players/14d2670e/Amadou-Mbengue","Queens Park Rangers","1","15","19","7","0","41","0.0","1","100.0","107","26","2","0","2","1","20","0","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Norwich City","Queens Park Rangers","https://fbref.com/en/matches/c4356457/Norwich-City-Queens-Park-Rangers-November-29-2025-Championship","18","Carrow Road",NA,NA,NA,NA,NA,NA,NA,NA
"Kieran Morgan","21","eng ENG","RB","19-257","21","0","0","0","0","0","0","0","0","24","0","1","0","0.0","0.0","0.0","1","0","17","23","73.9","0","21","1","2","1","/en/players/a7fef3f4/Kieran-Morgan","Queens Park Rangers","1","7","18","0","0","24","50.0","1","50.0","116","69","0","0","0","0","18","0","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Norwich City","Queens Park Rangers","https://fbref.com/en/matches/c4356457/Norwich-City-Queens-Park-Rangers-November-29-2025-Championship","18","Carrow Road",NA,NA,NA,NA,NA,NA,NA,NA
"Paul Nardi","1","fr FRA","GK","31-195","90","0","0","0","0","0","0","0","0","38","0","0","0","0.0","0.0","0.0","2","0","25","35","71.4","0","24","0","0","0","/en/players/2d70dbe5/Paul-Nardi","Queens Park Rangers","28","37","1","0","0","38","","0","","125","66","0","0","0","0","20","0","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Norwich City","Queens Park Rangers","https://fbref.com/en/matches/c4356457/Norwich-City-Queens-Park-Rangers-November-29-2025-Championship","18","Carrow Road",NA,NA,NA,NA,NA,NA,NA,NA
"Aune Heggebø","19","no NOR","FW","24-123","89","2","0","0","0","7","4","0","0","37","0","0","1","0.5","0.5","0.1","0","0","16","21","76.2","2","13","1","2","0","/en/players/70d2c6e7/Aune-Heggebo","West Bromwich Albion","0","1","17","19","9","37","0.0","2","100.0","72","32","0","0","2","2","27","5","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Ousmane Diakité","17","ml MLI","FW","25-127","1","0","0","0","0","0","0","0","0","3","0","0","0","0.0","0.0","0.0","0","0","1","2","50.0","0","1","0","0","0","/en/players/b9334454/Ousmane-Diakite","West Bromwich Albion","0","1","1","1","0","3","","0","","0","0","0","0","1","0","1","0","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Michael Johnston","11","ie IRL","RW,LW","26-224","90","0","0","0","0","4","2","0","0","60","0","0","0","0.2","0.2","0.1","8","0","36","46","78.3","2","38","6","4","0","/en/players/9bd73cce/Michael-Johnston","West Bromwich Albion","0","1","26","33","4","60","0.0","4","100.0","296","154","4","2","2","0","41","6","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Samuel Iling-Junior","22","eng ENG","RW","22-056","45","0","0","0","0","2","0","0","0","30","0","0","1","0.1","0.1","0.0","0","0","15","24","62.5","0","15","2","1","0","/en/players/ba492306/Samuel-Iling-Junior","West Bromwich Albion","0","2","9","19","3","30","0.0","1","100.0","86","33","0","0","1","0","21","10","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Karlan Grant","10","eng ENG","LW","28-072","45","0","0","0","0","1","0","0","0","31","0","0","0","0.0","0.0","0.2","3","1","17","26","65.4","2","18","3","2","1","/en/players/87f7500e/Karlan-Grant","West Bromwich Albion","1","3","15","13","2","31","50.0","1","50.0","139","74","2","1","1","0","25","2","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Isaac Price","21","nir NIR","AM","22-064","45","0","0","0","0","1","1","0","0","17","0","0","1","0.0","0.0","0.0","2","0","9","13","69.2","0","10","1","0","0","/en/players/b9403c99/Isaac-Price","West Bromwich Albion","0","0","11","6","1","17","","0","","66","25","0","0","2","0","11","0","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Josh Maja","9","ng NGA","AM","26-337","45","0","1","0","0","1","0","0","0","23","0","0","0","0.2","0.2","0.2","3","2","17","21","81.0","1","15","0","0","0","/en/players/bc0bfc64/Josh-Maja","West Bromwich Albion","0","2","9","12","2","23","","0","","35","6","0","0","0","0","20","5","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Alex Mowatt","27","eng ENG","DM","30-289","90","0","1","0","0","4","0","0","0","80","5","1","2","0.2","0.2","0.5","8","2","53","65","81.5","5","37","3","1","1","/en/players/361b8b6c/Alex-Mowatt","West Bromwich Albion","1","8","55","17","2","80","100.0","0","0.0","182","91","1","0","0","0","46","1","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Jayson Molumby","8","ie IRL","DM","26-115","90","1","0","0","0","1","1","0","0","84","1","0","0","0.2","0.2","0.1","6","0","64","76","84.2","4","41","0","1","0","/en/players/c908a1bc/Jayson-Molumby","West Bromwich Albion","1","15","55","15","1","84","0.0","1","100.0","191","86","0","0","1","1","56","2","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Callum Styles","4","hu HUN","LB","25-246","90","0","0","0","0","1","0","0","0","79","4","1","0","0.0","0.0","0.0","3","0","48","64","75.0","4","37","4","2","1","/en/players/e96d5560/Callum-Styles","West Bromwich Albion","4","22","39","19","2","79","50.0","1","50.0","206","87","3","0","1","1","44","6","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Chris Mepham","2","wls WAL","CB","28-024","90","0","0","0","0","1","1","0","0","90","0","0","0","0.0","0.0","0.0","2","1","73","84","86.9","6","56","0","1","1","/en/players/fed96827/Chris-Mepham","West Bromwich Albion","2","30","58","3","2","90","100.0","0","0.0","262","139","0","0","1","0","63","0","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Nathaniel Phillips","3","eng ENG","CB","28-253","45","0","0","0","0","1","0","1","0","49","0","0","0","0.0","0.0","0.0","1","0","43","44","97.7","3","29","0","1","0","/en/players/515ebe8d/Nathaniel-Phillips","West Bromwich Albion","4","17","31","1","1","49","0.0","1","100.0","113","59","0","0","0","0","36","0","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Krystian Bielik","5","pl POL","CB","27-329","45","0","0","0","0","1","1","0","0","46","1","1","1","0.1","0.1","0.0","2","0","33","41","80.5","1","25","0","0","0","/en/players/8e0ec853/Krystian-Bielik","West Bromwich Albion","2","17","27","3","1","46","","0","","97","48","0","0","0","0","29","0","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Alfie Gilchrist","14","eng ENG","RB","22-001","45","0","0","0","0","1","0","0","0","48","2","1","0","0.0","0.0","0.0","2","0","33","43","76.7","7","23","1","0","0","/en/players/d91f104d/Alfie-Gilchrist","West Bromwich Albion","0","13","29","6","0","48","","0","","77","38","0","0","0","0","30","1","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"George Campbell","6","us USA","RB","24-160","45","0","1","0","0","0","0","0","0","47","0","0","0","0.0","0.0","0.1","3","0","30","40","75.0","4","24","2","1","1","/en/players/45e1a597/George-Campbell","West Bromwich Albion","0","2","25","20","3","47","100.0","0","0.0","173","46","2","0","0","1","35","2","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Joshua Griffiths","20","eng ENG","GK","24-085","90","0","0","0","0","0","0","0","0","35","0","0","0","0.0","0.0","0.0","0","0","26","35","74.3","0","20","0","0","0","/en/players/d6303703/Joshua-Griffiths","West Bromwich Albion","26","34","1","0","0","35","","0","","83","19","0","0","0","0","22","0","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Žan Vipotnik","9","si SVN","FW","23-256","64","1","0","0","0","1","1","0","0","11","0","0","1","0.1","0.1","0.0","0","0","5","6","83.3","2","7","0","0","0","/en/players/15aa23ee/Zan-Vipotnik","Swansea City","2","3","4","4","1","11","","0","","19","15","0","0","2","0","8","3","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Adam Idah","33","ie IRL","FW","24-291","26","0","0","0","0","0","0","0","0","8","0","0","0","0.0","0.0","0.0","0","0","1","4","25.0","0","4","0","1","1","/en/players/291e3ec3/Adam-Idah","Swansea City","1","1","3","4","0","8","100.0","0","0.0","52","0","0","0","1","0","4","1","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Eom Jisung","10","kr KOR","LW","23-204","53","0","0","0","0","0","0","0","0","15","0","0","0","0.0","0.0","0.0","2","0","5","7","71.4","1","3","0","1","0","/en/players/3a049da1/Eom-Jisung","Swansea City","2","4","7","4","0","15","0.0","1","100.0","4","0","0","0","2","1","6","1","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Melker Widell","7","se SWE","LW","23-224","37","0","0","0","0","0","0","0","0","16","1","1","1","0.0","0.0","0.0","0","0","2","6","33.3","0","6","1","0","0","/en/players/d056eb64/Melker-Widell","Swansea City","2","9","4","3","2","16","","0","","41","10","0","0","1","0","6","3","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Zeidane Inoussa","27","se SWE","RW","23-200","54","0","0","0","0","0","0","0","0","17","1","1","0","0.0","0.0","0.0","0","0","4","8","50.0","0","8","1","3","1","/en/players/c80ff5d1/Zeidane-Inoussa","Swansea City","1","4","9","4","2","17","33.3","2","66.7","43","9","1","1","3","1","9","5","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Ronald","35","br BRA","RW","24-168","36","0","0","0","0","0","0","0","0","16","1","0","1","0.0","0.0","0.0","0","0","3","6","50.0","0","5","0","2","1","/en/players/3ec33276/Ronald","Swansea City","1","3","8","6","1","16","50.0","1","50.0","22","3","0","0","2","1","5","1","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Gonçalo Franco","17","pt POR","AM","25-012","90","0","2","0","0","0","0","0","0","42","3","0","6","0.0","0.0","0.1","2","2","18","24","75.0","2","20","0","2","0","/en/players/9029d5f2/Goncalo-Franco","Swansea City","0","8","28","6","1","42","0.0","2","100.0","109","22","0","0","3","1","20","2","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Ethan Galbraith","30","nir NIR","DM","24-202","90","1","0","0","0","1","1","0","0","57","1","0","0","0.0","0.0","0.0","1","1","33","48","68.8","5","27","1","3","1","/en/players/77c9e37c/Ethan-Galbraith","Swansea City","1","12","34","12","0","57","33.3","2","66.7","192","81","1","0","1","1","30","1","Championship","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","West Bromwich Albion","Swansea City","https://fbref.com/en/matches/c927caca/West-Bromwich-Albion-Swansea-City-November-29-2025-Championship","18","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
